text_id,source_type,title,author,year,raw_text
BL-DT-0233,manuscript,Child Labour and the Factory Acts,Prof. Sarah Llewellyn,1929,"Child labour in the cotton mills of Lancashire prompted a series  of Factory Acts​ beginning​ in 1833. <em>The earliest legislation limited the working hours of children under thirteen, though enforcement remained patchy and  evasion widespread for decades.</em>"
BL-DT-0234,letter,The Bayeux Tapestry as Historical Record,Dr. Hannah Westcott,1900,"The Bayeux Tapestry, though Norman in origin, tells the
 story of the English succession crisis of 1066. Its seventy metres of embroidered linen depict the death of Edward the Confessor, Harold's oath to William, and the decisive Battle of Hastings."
BL-DT-0235,exhibition_guide,Babbage's Difference Engine,Dr. Priya Patel,2013,"Charles Babbage's Difference Engine, designed in the 1820s, was intended to mechanise the calculation of mathematical tables. Though never completed in his lifetime, a full-scale working model was constructed from his original plans at the Science Museum in 1991.

BL Digital Collections | Catalogue Ref: BL/EG/9012 | Page 116"
BL-DT-0236,letter,The Luddite Movement,Dr. Benjamin Ashworth,1915,"The Luddite movement of 1811 to 1816 saw textile workers in the Midlands and North of England destroy machinery that​
 they believed threatened their livelihoods. <em>The government responded with​ draconian measures,​ including making machine-breaking a capital  offence.</em>"
BL-DT-0237,manuscript,The Dodo: Extinction and Memory,Prof. Elizabeth Montagu,1927,"The dodo, native to Mauritius and extinct by the 1680s, survives in the collections of the Natural History Museum as a handful of bones and a single preserved head. <div>Its disappearance has become a universal symbol of human-caused extinction.</div>"
BL-DT-0238,research_paper,Darwin's Finches and Adaptive Radiation,Prof. Sarah Llewellyn,1957,"Darwin's finches, collected during the voyage of the Beagle in the 1830s, provided crucial evidence for  the theory of  evolution by natural selection. The variation in​ beak shape across the  Galapagos islands suggested   adaptation to different food sources."
BL-DT-0239,manuscript,The Stockton and Darlington Railway,Dr. Benjamin Ashworth,1939,"The Stockton and Darlington Railway, opened in 1825, was the world's first public railway to use steam locomotion. George Stephenson's Locomotion No<br/>. 1 hauled a mixed train of coal wagons and passenger carriages at speeds of up to fifteen miles per hour."
BL-DT-0240,letter,Herschel's Discovery of Uranus,Dr. Robert Fitzroy-Campbell,1984,"William Herschel's discovery of Uranus in 1781 was the first identification of a new planet since antiquity. Working from his garden in Bath with a homemade reflecting telescope, Herschel initially believed he had found a comet. Digitised by librarian@bodleian.ox.ac.uk on behalf of the British Library"
BL-DT-0241,exhibition_guide,The Spinning Jenny and the Factory System,Dr. Benjamin Ashworth,2011,"--- British Library Digitised Archive --- Page 155

The spinning jenny, patented by James Hargreaves in 1770, multiplied the productivity of a single spinner eightfold. Within decades, the cottage industry of​ textile production  had migrated to purpose-built factories powered first​ by water​ and then by steam."
BL-DT-0242,exhibition_guide,Brunel's Great Western Railway,Dr. Ananya Krishnamurthy,1884,"Isambard Kingdom Brunel's Great Western Railway, completed in 1841,  linked London to Bristol in  just under  two hours. <p>Brunel's insistence on a broad gauge of seven feet  offered a smoother ride​ but ultimately lost out to George Stephenson's narrower standard.</p> Contact: 0131 496 0321

BL Digital Collections | Catalogue Ref: BL/EG/9012 | Page 15"
BL-DT-0243,letter,The Victorian Workhouse,Dr. Oluwaseun Adeyemi,1941,"The Victorian workhouse, established under the New  Poor Law of 1834,​ was​ deliberately designed to​ deter all but the most desperate. Families were separated, meals  were monotonous, and inmates wore  uniforms. Dickens drew on these conditions for Oliver Twist."
BL-DT-0244,manuscript,Virginia Woolf and Stream of Consciousness,Dr. Hannah Westcott,1935,Virginia Woolf's experiments with stream-of-consciousness narrative in Mrs Dalloway and To the Lighthouse challenged conventional storytelling. Her essays on the craft of writing remain essential reading for anyone interested in the relationship between form and meaning.
BL-DT-0245,exhibition_guide,Child Labour and the Factory Acts,Dr. Robert Fitzroy-Campbell,1977,"Child labour in the cotton mi1ls of Lancashire prompted a series of Factory Acts beginning in 1833. The ear1iest legislation limited the working hours of children under thirteen, though enforcement remained patchy and evasion widespread for decades."
BL-DT-0246,exhibition_guide,The Elizabethan Poor Laws,Prof. Richard Pemberton,2019,"[Digitised by the British Library, 2008]

The  Elizabethan Poor Laws of 1597 and 1601 established the principle that local parishes bore responsibility for  their destitute inhabitants. This framework, however imperfect, endured  for over two centuries and laid the groundwork for  the​ modern welfare  state."
BL-DT-0247,exhibition_guide,The Bloomsbury Group,Dr. Catherine Okonkwo,1981,"The Bloomsbury Group, centred on the household of Virginia and Leonard Woolf, brought together writers, artists, and intellectuals who challenged Victorian conventions of art and morality. Their influence on English literary and cultural life extended far beyond their relatively small number.

[Digitised by the British Library, 2016]"
BL-DT-0248,letter,Jenner and the Smallpox Vaccine,Dr. Oluwaseun Adeyemi,1961,"Edward Jenner's development of the smallpox vaccine  in 1796, using material from cowpox 1esions, was initially met with scepticism
 and ridicule. Within a decade, vaccination had spread across Europe,  and smallpox, which had​ killed millions, was on the path to eventual eradication.

Page 57 of 85 -- British Library Digital Collection"
BL-DT-0249,letter,William Smith and the Geological Map of England,Dr. Fatima Al-Rashid,1965,"The geological collections at the British Museum include specimens gathered by William Smith, the father of English geology. His 1815 geological map of England and Wales was the first of its kind and demonstrated that rock strata could be identified by their characteristic fossils.

BL Digital Collections | Catalogue Ref: BL/HR/3456 | Page 3"
BL-DT-0250,letter,Iron Production and the Industrial Revolution,Dr. Mei-Lin Chen,2023,"Page 189 of 239 -- British Library Digital Collection

Iron production in Britain increased twentyfold between 1750 and 1850, driven by innovations such as Abraham Darby's coke smelting process and Henry Cort's puddling and rolling​​ technique. Cheap iron made possible bridges, railways, and  the structural frames of  factories."
BL-DT-0251,letter,Newton's Principia Mathematica,Prof. Richard Pemberton,2012,"Isaac​ Newton's Principia Mathematica, published in 1687, laid the foundations of classical​ mechanics. The British Library holds a first edition, one of  perhaps four hundred copies printed by Samuel Pepys's printer in an ​ initial run that  nearly didn't happen due to financial difficulties."
BL-DT-0252,research_paper,Hans Sloane and the Origins of the British Museum,Dr. Fatima Al-Rashid,1948,"Page 175 of 209 -- British Library Digital Collection

Sir Hans Sloane's collection of natural curiosities, bequeathed to the nation in 1753, formed the nucleus of what would become both the British Museum and the Natural History Museum. His catalogue of Jamaican plants remains a foundational text of tropical botany."
BL-DT-0253,research_paper,The Royal Society and the Birth of Modern Science,Dr. Fatima Al-Rashid,1935,"BL Digital Collections | Catalogue Ref: BL/EG/9012 | Page 91

The Royal Society, founded in 1660,​ provided a forum for the exchange of scientific ideas through its meetings and its journal, the  Philosophical Transactions. Early fellows included Newton, Hooke, Boyle, and​ Wren, though the society also  admitted gentlemen amateurs."
BL-DT-0254,historical_record,The Herbarium at Kew Gardens,Dr. Hannah Westcott,1967,"[Digitised by the British Library, 2023]

<p>The herbarium at the Royal Botanic Gardens, Kew, houses over seven million preserved plant specimens</p>. Each is mounted on a standard sheet, labelled with its scientific name, collector, and 1ocation. Together they  form a reference  1ibrary of the world's flora."
BL-DT-0255,letter,The Medieval Guild System,Prof. Richard Pemberton,1897,"The  medieval guild system regulated trade and craftsmanship in English towns. Each guild controlled​ apprenticeships, set quality standards, and maintained a​ monopoly over its particular craft. The Worshipful Companies of​ the City of London trace their origins to  these medieval​ organisations."
BL-DT-0256,historical_record,Florence Nightingale: Nurse and Statistician,Prof. Richard Pemberton,1983,"Florence Nightingale's statistical work during and after the Crimean War was as significant as her nursing reforms. Her polar area diagrams demonstrated that most soldiers died of preventable disease rather than battle wounds, compelling the War Office to improve sanitary conditions.<br/>"
